Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470832'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470832'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470832'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 100.0, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470832'}
Loaded pretrained weights.
#i	Loss	VTE	TV
10	2.0	0.26(0.26)	1.74(348)
10	0.29	0.25(0.25)	0.04(724)
10	0.27	0.26(0.26)	0.0(731)
10	0.58	0.25(0.25)	0.33(664)
20	1.26	0.22(0.22)	1.04(208)
20	0.32	0.32(0.32)	0.0(798)
20	0.35	0.31(0.31)	0.04(786)
20	0.62	0.29(0.29)	0.34(673)
30	1.03	0.25(0.25)	0.77(155)
30	0.29	0.29(0.29)	0.0(719)
30	0.32	0.29(0.29)	0.04(705)
30	0.56	0.28(0.28)	0.29(571)
40	0.71	-0.04(-0.04)	0.75(150)
40	0.02	0.02(0.02)	0.0(697)
40	0.07	0.04(0.04)	0.03(687)
40	0.26	-0.0(-0.0)	0.26(523)
50	0.92	0.04(0.04)	0.88(175)
50	0.26	0.21(0.21)	0.05(915)
50	0.2	0.2(0.2)	0.0(929)
50	0.48	0.15(0.15)	0.33(652)
60	0.56	-0.05(-0.05)	0.61(121)
60	0.15	0.12(0.12)	0.03(645)
60	0.11	0.11(0.11)	0.0(659)
60	0.28	0.06(0.06)	0.22(435)
70	0.54	-0.09(-0.09)	0.64(127)
70	0.07	0.04(0.04)	0.03(585)
70	-0.0	-0.01(-0.01)	0.0(600)
70	0.16	-0.04(-0.04)	0.19(386)
80	0.3	-0.4(-0.4)	0.71(141)
80	-0.15	-0.17(-0.17)	0.03(565)
80	-0.18	-0.18(-0.18)	0.0(581)
80	-0.09	-0.28(-0.28)	0.18(367)
90	0.82	0.02(0.02)	0.8(160)
90	0.14	0.1(0.1)	0.03(642)
90	0.09	0.09(0.09)	0.0(662)
90	0.28	0.07(0.07)	0.21(419)
100	0.05	-0.54(-0.54)	0.58(117)
100	-0.22	-0.25(-0.25)	0.02(489)
100	-0.3	-0.3(-0.3)	0.0(507)
100	-0.22	-0.37(-0.37)	0.16(314)
110	0.42	-0.23(-0.23)	0.65(130)
110	-0.03	-0.05(-0.05)	0.03(547)
110	-0.09	-0.09(-0.09)	0.0(568)
110	0.05	-0.12(-0.12)	0.17(346)
120	0.33	-0.3(-0.3)	0.63(126)
120	-0.05	-0.08(-0.08)	0.03(579)
120	-0.08	-0.09(-0.09)	0.0(607)
120	0.03	-0.15(-0.15)	0.18(358)
130	0.19	-0.45(-0.45)	0.63(127)
130	-0.26	-0.26(-0.26)	0.0(580)
130	-0.19	-0.22(-0.22)	0.03(553)
130	-0.14	-0.31(-0.31)	0.17(342)
140	0.3	-0.24(-0.24)	0.54(107)
140	-0.21	-0.21(-0.21)	0.0(490)
140	-0.14	-0.17(-0.17)	0.02(467)
140	-0.06	-0.2(-0.2)	0.14(289)
150	-0.05	-0.76(-0.76)	0.7(141)
150	-0.41	-0.41(-0.41)	0.0(675)
150	-0.36	-0.39(-0.39)	0.03(642)
150	-0.34	-0.53(-0.53)	0.2(391)
160	0.04	-0.54(-0.54)	0.58(116)
160	-0.35	-0.35(-0.35)	0.0(544)
160	-0.29	-0.31(-0.31)	0.03(516)
160	-0.2	-0.35(-0.35)	0.16(315)
170	0.22	-0.47(-0.47)	0.68(136)
170	-0.28	-0.29(-0.29)	0.0(602)
170	-0.26	-0.29(-0.29)	0.03(570)
170	-0.15	-0.32(-0.32)	0.17(346)
180	-0.1	-0.56(-0.56)	0.46(91.0)
180	-0.51	-0.51(-0.51)	0.0(414)
180	-0.47	-0.49(-0.49)	0.02(392)
180	-0.4	-0.51(-0.51)	0.12(235)
190	-0.38	-0.9(-0.9)	0.51(103)
190	-0.7	-0.7(-0.7)	0.0(455)
190	-0.68	-0.7(-0.7)	0.02(430)
190	-0.64	-0.77(-0.77)	0.13(258)
200	0.21	-0.47(-0.47)	0.67(135)
200	-0.36	-0.36(-0.36)	0.0(577)
200	-0.33	-0.35(-0.35)	0.03(544)
200	-0.2	-0.36(-0.36)	0.16(325)
210	0.2	-0.43(-0.43)	0.63(126)
210	-0.3	-0.3(-0.3)	0.0(588)
210	-0.26	-0.29(-0.29)	0.03(554)
210	-0.18	-0.34(-0.34)	0.16(327)
220	0.61	-0.01(-0.01)	0.63(125)
220	-0.0	-0.0(-0.0)	0.0(599)
220	0.04	0.01(0.01)	0.03(564)
220	0.13	-0.04(-0.04)	0.16(328)
230	0.19	-0.45(-0.45)	0.64(127)
230	-0.31	-0.31(-0.31)	0.0(592)
230	-0.24	-0.27(-0.27)	0.03(554)
230	-0.18	-0.34(-0.34)	0.16(321)
240	-0.39	-0.95(-0.95)	0.56(112)
240	-0.7	-0.7(-0.7)	0.0(544)
240	-0.68	-0.71(-0.71)	0.03(509)
240	-0.63	-0.78(-0.78)	0.15(292)
250	0.02	-0.52(-0.52)	0.54(108)
250	-0.37	-0.38(-0.38)	0.0(553)
250	-0.35	-0.37(-0.37)	0.03(517)
250	-0.27	-0.42(-0.42)	0.15(291)
260	-0.37	-0.91(-0.91)	0.54(107)
260	-0.69	-0.69(-0.69)	0.0(547)
260	-0.68	-0.71(-0.71)	0.03(512)
260	-0.63	-0.77(-0.77)	0.14(286)
270	-0.17	-0.61(-0.61)	0.44(87.9)
270	-0.39	-0.4(-0.4)	0.0(452)
270	-0.37	-0.4(-0.4)	0.02(423)
270	-0.36	-0.48(-0.48)	0.12(235)
280	0.19	-0.34(-0.34)	0.53(107)
280	-0.26	-0.26(-0.26)	0.0(583)
280	-0.22	-0.25(-0.25)	0.03(544)
280	-0.15	-0.3(-0.3)	0.15(299)
290	-0.14	-0.56(-0.56)	0.42(83.8)
290	-0.5	-0.51(-0.51)	0.0(468)
290	-0.46	-0.48(-0.48)	0.02(436)
290	-0.38	-0.5(-0.5)	0.12(238)
300	0.07	-0.47(-0.47)	0.53(107)
300	-0.28	-0.29(-0.29)	0.0(609)
300	-0.25	-0.28(-0.28)	0.03(567)
300	-0.22	-0.37(-0.37)	0.15(307)
310	-0.77	-1.19(-1.19)	0.42(83.3)
310	-0.91	-0.91(-0.91)	0.0(478)
310	-0.87	-0.89(-0.89)	0.02(446)
310	-0.86	-0.98(-0.98)	0.12(240)
320	-0.07	-0.55(-0.55)	0.47(94.2)
320	-0.42	-0.42(-0.42)	0.0(559)
320	-0.41	-0.44(-0.44)	0.03(521)
320	-0.36	-0.5(-0.5)	0.14(277)
330	-0.47	-0.84(-0.84)	0.36(73.0)
330	-0.69	-0.7(-0.7)	0.0(441)
330	-0.68	-0.7(-0.7)	0.02(410)
340	-0.52	-0.92(-0.92)	0.4(80.4)
330	-0.66	-0.77(-0.77)	0.11(218)
340	-0.69	-0.69(-0.69)	0.0(488)
340	-0.67	-0.7(-0.7)	0.02(453)
350	-0.01	-0.45(-0.45)	0.44(87.1)
340	-0.68	-0.8(-0.8)	0.12(241)
350	-0.28	-0.28(-0.28)	0.0(541)
350	-0.27	-0.3(-0.3)	0.03(502)
360	-0.42	-0.82(-0.82)	0.4(79.6)
350	-0.2	-0.33(-0.33)	0.13(265)
360	-0.64	-0.64(-0.64)	0.0(483)
360	-0.63	-0.65(-0.65)	0.02(449)
370	-0.11	-0.53(-0.53)	0.42(83.4)
360	-0.58	-0.7(-0.7)	0.12(238)
370	-0.37	-0.37(-0.37)	0.0(527)
370	-0.33	-0.36(-0.36)	0.02(490)
380	-0.1	-0.55(-0.55)	0.45(89.5)
380	-0.38	-0.38(-0.38)	0.0(550)
370	-0.33	-0.46(-0.46)	0.13(257)
380	-0.37	-0.39(-0.39)	0.03(511)
390	-0.49	-0.97(-0.97)	0.48(95.7)
390	-0.77	-0.77(-0.77)	0.0(600)
380	-0.33	-0.46(-0.46)	0.14(270)
390	-0.7	-0.73(-0.73)	0.03(558)
400	0.72	0.24(0.24)	0.48(96.8)
400	0.19	0.19(0.19)	0.0(600)
390	-0.69	-0.84(-0.84)	0.15(293)
400	0.24	0.21(0.21)	0.03(557)
400	0.32	0.17(0.17)	0.15(294)
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 8, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470847'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 8, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470847'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 8, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.01, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470847'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 8, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470847'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.56	0.52(0.52)	0.04(712)
0	4.08	0.52(0.52)	3.56(712)
0	0.52	0.52(0.52)	0.0(712)
0	0.88	0.52(0.52)	0.36(712)
10	0.22	0.19(0.19)	0.04(710)
10	0.19	0.18(0.18)	0.0(727)
10	1.3	0.14(0.14)	1.16(232)
10	0.45	0.16(0.16)	0.29(586)
20	0.34	0.3(0.3)	0.04(749)
20	0.3	0.29(0.29)	0.0(774)
20	1.45	0.24(0.24)	1.21(241)
20	0.57	0.28(0.28)	0.29(573)
30	0.37	0.33(0.33)	0.03(674)
30	0.34	0.34(0.34)	0.0(697)
30	1.51	0.26(0.26)	1.25(250)
30	0.59	0.32(0.32)	0.26(527)
40	0.13	0.1(0.1)	0.03(656)
40	0.09	0.09(0.09)	0.0(675)
40	1.3	0.06(0.06)	1.24(247)
40	0.32	0.07(0.07)	0.25(496)
50	0.33	0.28(0.28)	0.04(862)
50	1.93	0.21(0.21)	1.72(343)
50	0.28	0.27(0.27)	0.0(900)
50	0.56	0.24(0.24)	0.32(635)
60	0.22	0.18(0.18)	0.03(625)
60	1.22	0.13(0.13)	1.09(218)
60	0.17	0.17(0.17)	0.0(651)
60	0.38	0.15(0.15)	0.23(465)
70	1.06	-0.01(-0.01)	1.07(214)
70	0.11	0.08(0.08)	0.03(573)
70	0.1	0.1(0.1)	0.0(600)
70	0.29	0.06(0.06)	0.23(451)
80	1.11	-0.09(-0.09)	1.2(240)
80	0.07	0.04(0.04)	0.03(570)
80	0.03	0.02(0.02)	0.0(594)
80	0.22	-0.0(-0.0)	0.23(457)
90	1.38	0.11(0.11)	1.27(254)
90	0.22	0.19(0.19)	0.03(662)
90	0.2	0.19(0.19)	0.0(684)
90	0.44	0.17(0.17)	0.26(529)
100	0.79	-0.28(-0.28)	1.06(212)
100	-0.13	-0.16(-0.16)	0.03(512)
100	-0.2	-0.2(-0.2)	0.0(525)
100	-0.02	-0.22(-0.22)	0.2(399)
110	1.15	-0.02(-0.02)	1.17(234)
110	0.12	0.09(0.09)	0.03(578)
110	0.06	0.06(0.06)	0.0(590)
110	0.27	0.04(0.04)	0.23(460)
120	1.1	-0.08(-0.08)	1.18(236)
120	0.05	0.02(0.02)	0.03(612)
120	0.01	0.01(0.01)	0.0(633)
120	0.24	0.0(0.0)	0.23(468)
130	1.02	-0.16(-0.16)	1.18(236)
130	-0.01	-0.04(-0.04)	0.03(584)
130	-0.07	-0.08(-0.08)	0.0(602)
130	0.16	-0.07(-0.07)	0.23(452)
140	0.89	-0.06(-0.06)	0.94(189)
140	0.02	-0.01(-0.01)	0.02(496)
140	-0.01	-0.02(-0.02)	0.0(510)
140	0.19	-0.0(-0.0)	0.2(393)
150	0.62	-0.53(-0.53)	1.15(230)
150	-0.25	-0.26(-0.26)	0.0(705)
150	-0.19	-0.23(-0.23)	0.03(686)
150	0.06	-0.21(-0.21)	0.27(540)
160	0.65	-0.36(-0.36)	1.01(202)
160	-0.17	-0.17(-0.17)	0.0(565)
160	-0.1	-0.12(-0.12)	0.03(559)
160	0.08	-0.14(-0.14)	0.22(436)
170	0.86	-0.29(-0.29)	1.15(231)
170	-0.16	-0.16(-0.16)	0.0(624)
170	-0.1	-0.13(-0.13)	0.03(621)
170	0.1	-0.14(-0.14)	0.24(486)
180	0.31	-0.5(-0.5)	0.82(163)
180	-0.43	-0.44(-0.44)	0.0(429)
180	-0.39	-0.41(-0.41)	0.02(422)
180	-0.22	-0.38(-0.38)	0.17(332)
190	0.09	-0.71(-0.71)	0.81(161)
190	-0.63	-0.64(-0.64)	0.0(473)
190	-0.58	-0.6(-0.6)	0.02(468)
190	-0.4	-0.58(-0.58)	0.18(359)
200	0.65	-0.37(-0.37)	1.02(205)
200	-0.25	-0.25(-0.25)	0.0(598)
200	-0.2	-0.23(-0.23)	0.03(590)
200	-0.04	-0.26(-0.26)	0.22(447)
210	0.69	-0.37(-0.37)	1.06(212)
210	-0.24	-0.24(-0.24)	0.0(604)
210	-0.17	-0.2(-0.2)	0.03(596)
210	0.0	-0.22(-0.22)	0.22(447)
220	1.1	0.04(0.04)	1.07(214)
220	0.09	0.08(0.08)	0.0(616)
220	0.13	0.1(0.1)	0.03(609)
220	0.31	0.09(0.09)	0.23(457)
230	0.71	-0.32(-0.32)	1.03(207)
230	-0.18	-0.18(-0.18)	0.0(607)
230	-0.13	-0.16(-0.16)	0.03(600)
230	0.03	-0.2(-0.2)	0.22(447)
240	0.24	-0.73(-0.73)	0.97(195)
240	-0.54	-0.54(-0.54)	0.0(555)
240	-0.49	-0.52(-0.52)	0.03(547)
240	-0.33	-0.54(-0.54)	0.2(409)
250	0.39	-0.48(-0.48)	0.86(172)
250	-0.37	-0.37(-0.37)	0.0(566)
250	-0.32	-0.35(-0.35)	0.03(552)
250	-0.14	-0.34(-0.34)	0.21(413)
260	-0.01	-0.82(-0.82)	0.81(162)
260	-0.65	-0.66(-0.66)	0.0(554)
260	-0.59	-0.62(-0.62)	0.03(539)
260	-0.44	-0.63(-0.63)	0.2(393)
270	0.2	-0.48(-0.48)	0.68(136)
270	-0.33	-0.33(-0.33)	0.0(451)
270	-0.3	-0.33(-0.33)	0.02(436)
270	-0.16	-0.32(-0.32)	0.16(314)
280	0.56	-0.28(-0.28)	0.84(169)
280	-0.17	-0.17(-0.17)	0.0(583)
280	-0.16	-0.19(-0.19)	0.03(563)
280	0.0	-0.2(-0.2)	0.2(400)
290	0.13	-0.54(-0.54)	0.66(133)
290	-0.48	-0.48(-0.48)	0.0(463)
290	-0.46	-0.48(-0.48)	0.02(446)
290	-0.3	-0.45(-0.45)	0.16(315)
300	0.41	-0.42(-0.42)	0.83(166)
300	-0.29	-0.3(-0.3)	0.0(596)
300	-0.26	-0.29(-0.29)	0.03(573)
300	-0.11	-0.31(-0.31)	0.2(397)
310	-0.46	-1.09(-1.09)	0.62(124)
310	-0.92	-0.92(-0.92)	0.0(463)
310	-0.89	-0.91(-0.91)	0.02(444)
310	-0.73	-0.88(-0.88)	0.15(305)
320	0.15	-0.54(-0.54)	0.69(137)
320	-0.46	-0.46(-0.46)	0.0(539)
320	-0.41	-0.44(-0.44)	0.03(516)
320	-0.27	-0.44(-0.44)	0.17(349)
330	-0.3	-0.8(-0.8)	0.5(99.7)
330	-0.69	-0.69(-0.69)	0.0(422)
330	-0.64	-0.66(-0.66)	0.02(403)
330	-0.54	-0.67(-0.67)	0.13(269)
340	-0.32	-0.85(-0.85)	0.54(107)
340	-0.71	-0.71(-0.71)	0.0(466)
340	-0.71	-0.73(-0.73)	0.02(446)
340	-0.58	-0.73(-0.73)	0.15(294)
350	0.17	-0.4(-0.4)	0.57(114)
350	-0.32	-0.32(-0.32)	0.0(514)
350	-0.3	-0.33(-0.33)	0.02(491)
350	-0.14	-0.3(-0.3)	0.16(321)
360	-0.23	-0.74(-0.74)	0.51(103)
360	-0.65	-0.65(-0.65)	0.0(457)
360	-0.61	-0.63(-0.63)	0.02(436)
360	-0.49	-0.63(-0.63)	0.14(285)
370	-0.05	-0.59(-0.59)	0.54(107)
370	-0.41	-0.41(-0.41)	0.0(498)
370	-0.38	-0.4(-0.4)	0.02(477)
370	-0.32	-0.47(-0.47)	0.15(308)
380	0.06	-0.51(-0.51)	0.57(114)
380	-0.39	-0.4(-0.4)	0.0(519)
380	-0.42	-0.44(-0.44)	0.02(496)
380	-0.29	-0.45(-0.45)	0.16(321)
390	-0.32	-0.93(-0.93)	0.61(121)
390	-0.83	-0.83(-0.83)	0.0(565)
390	-0.78	-0.8(-0.8)	0.03(540)
390	-0.66	-0.83(-0.83)	0.17(349)
400	0.82	0.21(0.21)	0.61(123)
400	0.21	0.2(0.2)	0.0(565)
400	0.23	0.21(0.21)	0.03(540)
400	0.36	0.19(0.19)	0.17(350)
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 8, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.01, 'lr': 0.3, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470848'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.52	0.52(0.52)	0.0(712)
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 8, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.3, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470848'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 8, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.3, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470848'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 8, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 0.3, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470848'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.88	0.52(0.52)	0.36(712)
0	4.08	0.52(0.52)	3.56(712)
0	0.56	0.52(0.52)	0.04(712)
10	0.28	0.28(0.28)	0.0(763)
10	0.59	0.27(0.27)	0.31(630)
10	2.0	0.21(0.21)	1.79(357)
10	0.32	0.29(0.29)	0.04(755)
20	0.39	0.39(0.39)	0.0(857)
20	2.85	0.43(0.43)	2.41(483)
20	0.75	0.4(0.4)	0.35(701)
20	0.44	0.4(0.4)	0.04(848)
30	0.41	0.41(0.41)	0.0(804)
30	2.3	0.35(0.35)	1.94(389)
30	0.74	0.4(0.4)	0.34(679)
30	0.46	0.42(0.42)	0.04(793)
40	0.28	0.28(0.28)	0.0(793)
40	2.33	0.3(0.3)	2.03(406)
40	0.64	0.3(0.3)	0.33(668)
40	0.36	0.32(0.32)	0.04(787)
50	0.4	0.39(0.39)	0.01(1046)
50	2.68	0.33(0.33)	2.35(471)
50	0.85	0.42(0.42)	0.43(860)
50	0.45	0.4(0.4)	0.05(1022)
60	0.34	0.34(0.34)	0.0(760)
60	2.0	0.27(0.27)	1.74(348)
60	0.63	0.33(0.33)	0.3(606)
60	0.39	0.35(0.35)	0.04(752)
70	0.26	0.25(0.25)	0.0(699)
70	1.96	0.2(0.2)	1.76(352)
70	0.54	0.25(0.25)	0.29(571)
70	0.26	0.22(0.22)	0.03(684)
80	1.84	0.18(0.18)	1.66(332)
80	0.26	0.26(0.26)	0.0(704)
80	0.53	0.24(0.24)	0.29(585)
80	0.26	0.22(0.22)	0.03(686)
90	1.96	0.27(0.27)	1.69(338)
90	0.33	0.33(0.33)	0.0(807)
90	0.66	0.32(0.32)	0.34(677)
90	0.37	0.33(0.33)	0.04(803)
100	1.63	0.03(0.03)	1.59(319)
100	0.11	0.11(0.11)	0.0(617)
100	0.39	0.13(0.13)	0.25(509)
100	0.12	0.09(0.09)	0.03(612)
110	2.02	0.26(0.26)	1.76(352)
110	0.27	0.27(0.27)	0.0(690)
110	0.59	0.3(0.3)	0.29(586)
110	0.3	0.27(0.27)	0.03(680)
120	1.98	0.2(0.2)	1.78(355)
120	0.22	0.22(0.22)	0.0(738)
120	0.51	0.21(0.21)	0.3(600)
120	0.26	0.22(0.22)	0.04(735)
130	1.7	0.08(0.08)	1.61(323)
130	0.2	0.2(0.2)	0.0(718)
130	0.48	0.19(0.19)	0.29(582)
130	0.25	0.21(0.21)	0.04(701)
140	1.5	0.14(0.14)	1.36(272)
140	0.26	0.25(0.25)	0.0(608)
140	0.44	0.19(0.19)	0.25(502)
140	0.29	0.26(0.26)	0.03(606)
150	1.71	-0.07(-0.07)	1.79(358)
150	0.16	0.15(0.15)	0.0(872)
150	0.12	0.08(0.08)	0.04(824)
150	0.45	0.1(0.1)	0.35(705)
160	1.67	0.02(0.02)	1.66(331)
160	0.14	0.14(0.14)	0.0(675)
160	0.22	0.18(0.18)	0.03(671)
160	0.4	0.13(0.13)	0.27(544)
170	1.87	0.01(0.01)	1.87(374)
170	0.19	0.18(0.18)	0.0(767)
170	0.2	0.16(0.16)	0.04(744)
170	0.52	0.19(0.19)	0.33(653)
180	1.05	-0.28(-0.28)	1.33(266)
180	-0.18	-0.18(-0.18)	0.0(512)
180	-0.15	-0.17(-0.17)	0.03(515)
180	-0.03	-0.24(-0.24)	0.21(420)
190	0.75	-0.52(-0.52)	1.27(254)
190	-0.34	-0.34(-0.34)	0.0(570)
190	-0.33	-0.36(-0.36)	0.03(555)
190	-0.16	-0.39(-0.39)	0.23(463)
200	1.44	-0.12(-0.12)	1.57(313)
200	0.04	0.04(0.04)	0.0(715)
200	0.1	0.06(0.06)	0.03(697)
200	0.29	-0.0(-0.0)	0.3(593)
210	1.51	-0.1(-0.1)	1.61(322)
210	0.01	0.0(0.0)	0.0(719)
210	0.04	0.0(0.0)	0.04(707)
210	0.27	-0.03(-0.03)	0.29(589)
220	1.74	0.19(0.19)	1.55(311)
220	0.29	0.28(0.28)	0.0(741)
220	0.34	0.3(0.3)	0.04(735)
220	0.57	0.27(0.27)	0.3(607)
230	1.53	-0.06(-0.06)	1.59(318)
230	0.09	0.09(0.09)	0.0(727)
230	0.19	0.16(0.16)	0.04(727)
230	0.36	0.06(0.06)	0.29(589)
240	1.01	-0.39(-0.39)	1.4(279)
240	-0.02	-0.02(-0.02)	0.0(672)
240	0.09	0.05(0.05)	0.03(671)
240	0.09	-0.18(-0.18)	0.27(541)
250	0.89	-0.32(-0.32)	1.21(243)
250	-0.17	-0.17(-0.17)	0.0(669)
250	-0.11	-0.14(-0.14)	0.03(664)
250	0.05	-0.22(-0.22)	0.27(533)
260	0.7	-0.55(-0.55)	1.25(251)
260	-0.28	-0.28(-0.28)	0.0(655)
260	-0.27	-0.31(-0.31)	0.03(638)
260	-0.14	-0.39(-0.39)	0.26(511)
270	0.79	-0.29(-0.29)	1.08(216)
270	-0.1	-0.1(-0.1)	0.0(523)
270	-0.03	-0.06(-0.06)	0.03(520)
270	0.09	-0.13(-0.13)	0.21(424)
280	1.16	-0.16(-0.16)	1.32(264)
280	0.06	0.05(0.05)	0.0(684)
280	0.09	0.06(0.06)	0.03(672)
280	0.26	-0.01(-0.01)	0.27(539)
290	0.55	-0.44(-0.44)	0.98(197)
290	-0.25	-0.25(-0.25)	0.0(536)
290	-0.22	-0.25(-0.25)	0.03(527)
290	-0.08	-0.29(-0.29)	0.21(427)
300	0.9	-0.3(-0.3)	1.2(240)
300	-0.13	-0.13(-0.13)	0.0(678)
300	-0.07	-0.1(-0.1)	0.03(666)
300	0.11	-0.16(-0.16)	0.26(528)
310	-0.04	-0.96(-0.96)	0.92(184)
310	-0.74	-0.74(-0.74)	0.0(523)
310	-0.67	-0.7(-0.7)	0.03(513)
310	-0.56	-0.76(-0.76)	0.2(399)
320	0.58	-0.45(-0.45)	1.03(206)
320	-0.37	-0.37(-0.37)	0.0(600)
320	-0.32	-0.34(-0.34)	0.03(589)
320	-0.16	-0.39(-0.39)	0.22(449)
330	-0.01	-0.71(-0.71)	0.71(141)
330	-0.55	-0.55(-0.55)	0.0(464)
330	-0.47	-0.49(-0.49)	0.02(454)
330	-0.43	-0.6(-0.6)	0.17(338)
340	-0.09	-0.81(-0.81)	0.72(144)
340	-0.55	-0.55(-0.55)	0.0(509)
340	-0.46	-0.49(-0.49)	0.02(497)
340	-0.42	-0.6(-0.6)	0.18(364)
350	0.42	-0.32(-0.32)	0.74(149)
350	-0.24	-0.25(-0.25)	0.0(559)
350	-0.2	-0.23(-0.23)	0.03(543)
350	-0.08	-0.28(-0.28)	0.2(390)
360	-0.01	-0.65(-0.65)	0.64(127)
360	-0.55	-0.55(-0.55)	0.0(492)
360	-0.45	-0.48(-0.48)	0.02(477)
360	-0.4	-0.57(-0.57)	0.17(341)
370	0.03	-0.61(-0.61)	0.65(129)
370	-0.36	-0.36(-0.36)	0.0(535)
370	-0.29	-0.31(-0.31)	0.03(519)
370	-0.27	-0.45(-0.45)	0.18(365)
380	0.09	-0.57(-0.57)	0.67(133)
380	-0.37	-0.37(-0.37)	0.0(554)
380	-0.28	-0.31(-0.31)	0.03(538)
380	-0.22	-0.41(-0.41)	0.19(378)
390	-0.21	-0.92(-0.92)	0.7(141)
390	-0.73	-0.73(-0.73)	0.0(604)
390	-0.68	-0.7(-0.7)	0.03(585)
390	-0.58	-0.79(-0.79)	0.2(409)
400	0.96	0.25(0.25)	0.71(142)
400	0.27	0.27(0.27)	0.0(603)
400	0.31	0.28(0.28)	0.03(584)
400	0.42	0.21(0.21)	0.2(410)
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 8, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 1.0, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470849'}
Loaded pretrained weights.
#i	Loss	VTE	TV
